ORDER_ID,ORDER_DETAILS_SUP
16830,NULL
16831,NULL
16832,"[{""mQty"": ""1"", ""mName"": ""American Corn"", ""Cat_id"": ""1"", ""mPrice"": ""68"", ""mItemCode"": ""327"", ""mBillingParams"": ""kg""}, {""mQty"": ""2"", ""mName"": ""Broccoli"", ""Cat_id"": ""1"", ""mPrice"": ""180"", ""mItemCode"": ""334"", ""mBillingParams"": ""kg""}, {""mQty"": ""3"", ""mName"": ""Capsicum"", ""Cat_id"": ""2"", ""mPrice"": ""25"", ""mItemCode"": ""294"", ""mBillingParams"": ""kg""}, {""mQty"": ""0.5"", ""mName"": ""Carrot"", ""Cat_id"": ""2"", ""mPrice"": ""38"", ""mItemCode"": ""297"", ""mBillingParams"": ""kg""}, {""mQty"": ""3"", ""mName"": ""Cauliflower"", ""Cat_id"": ""2"", ""mPrice"": ""48"", ""mItemCode"": ""298"", ""mBillingParams"": ""kg""}, {""mQty"": ""4"", ""mName"": ""Coriander (Dhaniya)"", ""Cat_id"": ""2"", ""mPrice"": ""15"", ""mItemCode"": ""302"", ""mBillingParams"": ""bu""}, {""mQty"": ""0.5"", ""mName"": ""Cucumber"", ""Cat_id"": ""2"", ""mPrice"": ""25"", ""mItemCode"": ""296"", ""mBillingParams"": ""kg""}, {""mQty"": ""0.5"", ""mName"": ""French Beans"", ""Cat_id"": ""2"", ""mPrice"": ""70"", ""mItemCode"": ""318"", ""mBillingParams"": ""kg""}, {""mQty"": ""0.5"", ""mName"": ""Green Chilly"", ""Cat_id"": ""2"", ""mPrice"": ""50"", ""mItemCode"": ""293"", ""mBillingParams"": ""kg""}, {""mQty"": ""50"", ""mName"": ""Lemon (by pc)"", ""Cat_id"": ""2"", ""mPrice"": ""3.5"", ""mItemCode"": ""320"", ""mBillingParams"": ""ea""}, {""mQty"": ""2"", ""mName"": ""Mint (Pudina)"", ""Cat_id"": ""2"", ""mPrice"": ""9"", ""mItemCode"": ""315"", ""mBillingParams"": ""bu""}, {""mQty"": ""10"", ""mName"": ""Onion"", ""Cat_id"": ""2"", ""mPrice"": ""25"", ""mItemCode"": ""285"", ""mBillingParams"": ""kg""}, {""mQty"": ""3"", ""mName"": ""Parsley"", ""Cat_id"": ""1"", ""mPrice"": ""15"", ""mItemCode"": ""325"", ""mBillingParams"": ""kg""}, {""mQty"": ""8"", ""mName"": ""Potato"", ""Cat_id"": ""2"", ""mPrice"": ""27"", ""mItemCode"": ""286"", ""mBillingParams"": ""kg""}, {""mQty"": ""1"", ""mName"": ""Red Capsicum"", ""Cat_id"": ""1"", ""mPrice"": ""80"", ""mItemCode"": ""336"", ""mBillingParams"": ""kg""}, {""mQty"": ""2"", ""mName"": ""Spring Onion"", ""Cat_id"": ""2"", ""mPrice"": ""16"", ""mItemCode"": ""304"", ""mBillingParams"": ""bu""}, {""mQty"": ""42"", ""mName"": ""Tomato"", ""Cat_id"": ""2"", ""mPrice"": ""17"", ""mItemCode"": ""291"", ""mBillingParams"": ""kg""}, {""mQty"": ""3"", ""mName"": ""Tondli"", ""Cat_id"": ""2"", ""mPrice"": ""48"", ""mItemCode"": ""311"", ""mBillingParams"": ""kg""}, {""mQty"": ""1"", ""mName"": ""Yellow Capsicum"", ""Cat_id"": ""1"", ""mPrice"": ""80"", ""mItemCode"": ""337"", ""mBillingParams"": ""kg""}, {""mQty"": ""1"", ""mName"": ""Zucchini (Green)"", ""Cat_id"": ""1"", ""mPrice"": ""70"", ""mItemCode"": ""338"", ""mBillingParams"": ""kg""}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}]"
16833,"[{""mQty"": ""1.08"", ""mName"": ""Cauliflower"", ""Cat_id"": ""2"", ""mPrice"": ""48"", ""mItemCode"": ""298"", ""mBillingParams"": ""kg""}, {""mQty"": ""0.5"", ""mName"": ""French Beans"", ""Cat_id"": ""2"", ""mPrice"": ""70"", ""mItemCode"": ""318"", ""mBillingParams"": ""kg""}, {""mQty"": ""1"", ""mName"": ""Ginger"", ""Cat_id"": ""2"", ""mPrice"": ""85"", ""mItemCode"": ""289"", ""mBillingParams"": ""kg""}, {""mQty"": ""1"", ""mName"": ""Mint (Pudina)"", ""Cat_id"": ""2"", ""mPrice"": ""9"", ""mItemCode"": ""315"", ""mBillingParams"": ""bu""}, {""mQty"": ""3"", ""mName"": ""Potato"", ""Cat_id"": ""2"", ""mPrice"": ""27"", ""mItemCode"": ""286"", ""mBillingParams"": ""kg""}, {""mQty"": ""5"", ""mName"": ""Tomato"", ""Cat_id"": ""2"", ""mPrice"": ""17"", ""mItemCode"": ""291"", ""mBillingParams"": ""kg""}, {""mQty"": ""3.3"", ""mName"": ""Watermelon"", ""Cat_id"": ""3"", ""mPrice"": ""35"", ""mItemCode"": ""357"", ""mBillingParams"": ""kg""}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}]"
16834,"[{""mQty"": ""0.36"", ""mName"": ""Avocado"", ""Cat_id"": ""3"", ""mPrice"": ""190"", ""mItemCode"": ""366"", ""mBillingParams"": ""kg""}, {""mQty"": ""5"", ""mName"": ""Basil Leaf"", ""Cat_id"": ""1"", ""mPrice"": ""10"", ""mItemCode"": ""324"", ""mBillingParams"": ""*100gm""}, {""mQty"": ""2"", ""mName"": ""Broccoli"", ""Cat_id"": ""1"", ""mPrice"": ""180"", ""mItemCode"": ""334"", ""mBillingParams"": ""kg""}, {""mQty"": ""3"", ""mName"": ""Cauliflower"", ""Cat_id"": ""2"", ""mPrice"": ""48"", ""mItemCode"": ""298"", ""mBillingParams"": ""kg""}, {""mQty"": ""2.5"", ""mName"": ""Cherry Tomato"", ""Cat_id"": ""1"", ""mPrice"": ""10"", ""mItemCode"": ""342"", ""mBillingParams"": ""*100g""}, {""mQty"": ""4"", ""mName"": ""Coriander (Dhaniya)"", ""Cat_id"": ""2"", ""mPrice"": ""15"", ""mItemCode"": ""302"", ""mBillingParams"": ""bu""}, {""mQty"": ""1"", ""mName"": ""Curry leaves"", ""Cat_id"": ""2"", ""mPrice"": ""15"", ""mItemCode"": ""314"", ""mBillingParams"": ""bu""}, {""mQty"": ""2"", ""mName"": ""Garlic (peeled)"", ""Cat_id"": ""2"", ""mPrice"": ""65"", ""mItemCode"": ""287"", ""mBillingParams"": ""kg""}, {""mQty"": ""1"", ""mName"": ""Ginger"", ""Cat_id"": ""2"", ""mPrice"": ""85"", ""mItemCode"": ""289"", ""mBillingParams"": ""kg""}, {""mQty"": ""0.5"", ""mName"": ""Green Chilly"", ""Cat_id"": ""2"", ""mPrice"": ""50"", ""mItemCode"": ""293"", ""mBillingParams"": ""kg""}, {""mQty"": ""1.1"", ""mName"": ""Iceberg Lettuce"", ""Cat_id"": ""1"", ""mPrice"": ""130"", ""mItemCode"": ""335"", ""mBillingParams"": ""kg""}, {""mQty"": ""3"", ""mName"": ""Lemon (by wt)"", ""Cat_id"": ""2"", ""mPrice"": ""80"", ""mItemCode"": ""319"", ""mBillingParams"": ""kg""}, {""mQty"": ""0.5"", ""mName"": ""Lollo Rosso"", ""Cat_id"": ""1"", ""mPrice"": ""180"", ""mItemCode"": ""367"", ""mBillingParams"": ""kg""}, {""mQty"": ""2"", ""mName"": ""Mint (Pudina)"", ""Cat_id"": ""2"", ""mPrice"": ""9"", ""mItemCode"": ""315"", ""mBillingParams"": ""bu""}, {""mQty"": ""25"", ""mName"": ""Onion"", ""Cat_id"": ""2"", ""mPrice"": ""25"", ""mItemCode"": ""285"", ""mBillingParams"": ""kg""}, {""mQty"": ""2"", ""mName"": ""Parval"", ""Cat_id"": ""2"", ""mPrice"": ""70"", ""mItemCode"": ""377"", ""mBillingParams"": ""kg""}, {""mQty"": ""1.05"", ""mName"": ""Pomegranate"", ""Cat_id"": ""3"", ""mPrice"": ""140"", ""mItemCode"": ""369"", ""mBillingParams"": ""kg""}, {""mQty"": ""20"", ""mName"": ""Potato"", ""Cat_id"": ""2"", ""mPrice"": ""27"", ""mItemCode"": ""286"", ""mBillingParams"": ""kg""}, {""mQty"": ""3"", ""mName"": ""Red Pumpkin"", ""Cat_id"": ""2"", ""mPrice"": ""24"", ""mItemCode"": ""330"", ""mBillingParams"": ""kg""}, {""mQty"": ""0.5"", ""mName"": ""Rocket Lettuce"", ""Cat_id"": ""1"", ""mPrice"": ""180"", ""mItemCode"": ""354"", ""mBillingParams"": ""kg""}, {""mQty"": ""5"", ""mName"": ""Spinach (Palak)"", ""Cat_id"": ""2"", ""mPrice"": ""15"", ""mItemCode"": ""305"", ""mBillingParams"": ""bu""}, {""mQty"": ""1"", ""mName"": ""Spring Onion"", ""Cat_id"": ""2"", ""mPrice"": ""16"", ""mItemCode"": ""304"", ""mBillingParams"": ""bu""}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}]"
16835,"[{""mQty"": ""0.5"", ""mName"": ""Capsicum"", ""Cat_id"": ""2"", ""mPrice"": ""25"", ""mItemCode"": ""294"", ""mBillingParams"": ""kg""}, {""mQty"": ""1"", ""mName"": ""Carrot"", ""Cat_id"": ""2"", ""mPrice"": ""38"", ""mItemCode"": ""297"", ""mBillingParams"": ""kg""}, {""mQty"": ""1"", ""mName"": ""Cucumber"", ""Cat_id"": ""2"", ""mPrice"": ""25"", ""mItemCode"": ""296"", ""mBillingParams"": ""kg""}, {""mQty"": ""0.5"", ""mName"": ""Iceberg Lettuce"", ""Cat_id"": ""1"", ""mPrice"": ""130"", ""mItemCode"": ""335"", ""mBillingParams"": ""kg""}, {""mQty"": ""10"", ""mName"": ""Lemon (by pc)"", ""Cat_id"": ""2"", ""mPrice"": ""3.5"", ""mItemCode"": ""320"", ""mBillingParams"": ""ea""}, {""mQty"": ""3"", ""mName"": ""Onion"", ""Cat_id"": ""2"", ""mPrice"": ""25"", ""mItemCode"": ""285"", ""mBillingParams"": ""kg""}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}]"
16836,"[{""mQty"": ""1"", ""mName"": ""Capsicum"", ""Cat_id"": ""2"", ""mPrice"": ""25"", ""mItemCode"": ""294"", ""mBillingParams"": ""kg""}, {""mQty"": ""2"", ""mName"": ""Carrot"", ""Cat_id"": ""2"", ""mPrice"": ""38"", ""mItemCode"": ""297"", ""mBillingParams"": ""kg""}, {""mQty"": ""1"", ""mName"": ""Celery Leaves"", ""Cat_id"": ""1"", ""mPrice"": ""65"", ""mItemCode"": ""317"", ""mBillingParams"": ""bu""}, {""mQty"": ""3"", ""mName"": ""Garlic (peeled)"", ""Cat_id"": ""2"", ""mPrice"": ""65"", ""mItemCode"": ""287"", ""mBillingParams"": ""kg""}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}]"
16837,"[{""mQty"": ""2"", ""mName"": ""Bottle gourd (Lauki)"", ""Cat_id"": ""2"", ""mPrice"": ""25"", ""mItemCode"": ""295"", ""mBillingParams"": ""kg""}, {""mQty"": ""0.5"", ""mName"": ""Carrot"", ""Cat_id"": ""2"", ""mPrice"": ""38"", ""mItemCode"": ""297"", ""mBillingParams"": ""kg""}, {""mQty"": ""1.1"", ""mName"": ""Cauliflower"", ""Cat_id"": ""2"", ""mPrice"": ""48"", ""mItemCode"": ""298"", ""mBillingParams"": ""kg""}, {""mQty"": ""2"", ""mName"": ""Coriander (Dhaniya)"", ""Cat_id"": ""2"", ""mPrice"": ""15"", ""mItemCode"": ""302"", ""mBillingParams"": ""bu""}, {""mQty"": ""1"", ""mName"": ""French Beans"", ""Cat_id"": ""2"", ""mPrice"": ""70"", ""mItemCode"": ""318"", ""mBillingParams"": ""kg""}, {""mQty"": ""1"", ""mName"": ""Garlic"", ""Cat_id"": ""2"", ""mPrice"": ""55"", ""mItemCode"": ""288"", ""mBillingParams"": ""kg""}, {""mQty"": ""1"", ""mName"": ""Mint (Pudina)"", ""Cat_id"": ""2"", ""mPrice"": ""9"", ""mItemCode"": ""315"", ""mBillingParams"": ""bu""}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}]"
16838,"[{""mQty"": ""1"", ""mName"": ""Apple"", ""Cat_id"": ""3"", ""mPrice"": ""115"", ""mItemCode"": ""365"", ""mBillingParams"": ""kg""}, {""mQty"": ""2"", ""mName"": ""Basil Leaf"", ""Cat_id"": ""1"", ""mPrice"": ""10"", ""mItemCode"": ""324"", ""mBillingParams"": ""*100gm""}, {""mQty"": ""0.5"", ""mName"": ""Beet"", ""Cat_id"": ""2"", ""mPrice"": ""33"", ""mItemCode"": ""301"", ""mBillingParams"": ""kg""}, {""mQty"": ""2"", ""mName"": ""Bitter Gourd (Karela)"", ""Cat_id"": ""2"", ""mPrice"": ""50"", ""mItemCode"": ""309"", ""mBillingParams"": ""kg""}, {""mQty"": ""1.5"", ""mName"": ""Brinjal (big)"", ""Cat_id"": ""2"", ""mPrice"": ""43"", ""mItemCode"": ""329"", ""mBillingParams"": ""kg""}, {""mQty"": ""1"", ""mName"": ""Broccoli"", ""Cat_id"": ""1"", ""mPrice"": ""180"", ""mItemCode"": ""334"", ""mBillingParams"": ""kg""}, {""mQty"": ""1"", ""mName"": ""Capsicum"", ""Cat_id"": ""2"", ""mPrice"": ""25"", ""mItemCode"": ""294"", ""mBillingParams"": ""kg""}, {""mQty"": ""1"", ""mName"": ""Carrot"", ""Cat_id"": ""2"", ""mPrice"": ""38"", ""mItemCode"": ""297"", ""mBillingParams"": ""kg""}, {""mQty"": ""2"", ""mName"": ""Cherry Tomato"", ""Cat_id"": ""1"", ""mPrice"": ""10"", ""mItemCode"": ""342"", ""mBillingParams"": ""*100g""}, {""mQty"": ""3"", ""mName"": ""Coriander (Dhaniya)"", ""Cat_id"": ""2"", ""mPrice"": ""15"", ""mItemCode"": ""302"", ""mBillingParams"": ""bu""}, {""mQty"": ""1"", ""mName"": ""Cucumber"", ""Cat_id"": ""2"", ""mPrice"": ""25"", ""mItemCode"": ""296"", ""mBillingParams"": ""kg""}, {""mQty"": ""1"", ""mName"": ""Garlic (peeled)"", ""Cat_id"": ""2"", ""mPrice"": ""65"", ""mItemCode"": ""287"", ""mBillingParams"": ""kg""}, {""mQty"": ""0.5"", ""mName"": ""Ginger"", ""Cat_id"": ""2"", ""mPrice"": ""85"", ""mItemCode"": ""289"", ""mBillingParams"": ""kg""}, {""mQty"": ""0.5"", ""mName"": ""Green Chilly"", ""Cat_id"": ""2"", ""mPrice"": ""50"", ""mItemCode"": ""293"", ""mBillingParams"": ""kg""}, {""mQty"": ""1.5"", ""mName"": ""Iceberg Lettuce"", ""Cat_id"": ""1"", ""mPrice"": ""130"", ""mItemCode"": ""335"", ""mBillingParams"": ""kg""}, {""mQty"": ""50"", ""mName"": ""Lemon (by pc)"", ""Cat_id"": ""2"", ""mPrice"": ""3.5"", ""mItemCode"": ""320"", ""mBillingParams"": ""ea""}, {""mQty"": ""0.5"", ""mName"": ""Lollo Rosso"", ""Cat_id"": ""1"", ""mPrice"": ""180"", ""mItemCode"": ""367"", ""mBillingParams"": ""kg""}, {""mQty"": ""1"", ""mName"": ""Mint (Pudina)"", ""Cat_id"": ""2"", ""mPrice"": ""9"", ""mItemCode"": ""315"", ""mBillingParams"": ""bu""}, {""mQty"": ""3"", ""mName"": ""Orange"", ""Cat_id"": ""3"", ""mPrice"": ""150"", ""mItemCode"": ""371"", ""mBillingParams"": ""kg""}, {""mQty"": ""3"", ""mName"": ""Parsley"", ""Cat_id"": ""1"", ""mPrice"": ""15"", ""mItemCode"": ""325"", ""mBillingParams"": ""*100gm""}, {""mQty"": ""3"", ""mName"": ""Pineapple"", ""Cat_id"": ""3"", ""mPrice"": ""55"", ""mItemCode"": ""363"", ""mBillingParams"": ""ea""}, {""mQty"": ""0.5"", ""mName"": ""Red Capsicum"", ""Cat_id"": ""1"", ""mPrice"": ""80"", ""mItemCode"": ""336"", ""mBillingParams"": ""kg""}, {""mQty"": ""0.5"", ""mName"": ""Romaine Lettuce"", ""Cat_id"": ""1"", ""mPrice"": ""160"", ""mItemCode"": ""341"", ""mBillingParams"": ""kg""}, {""mQty"": ""2"", ""mName"": ""Spinach (Palak)"", ""Cat_id"": ""2"", ""mPrice"": ""15"", ""mItemCode"": ""305"", ""mBillingParams"": ""bu""}, {""mQty"": ""3"", ""mName"": ""Tomato"", ""Cat_id"": ""2"", ""mPrice"": ""17"", ""mItemCode"": ""291"", ""mBillingParams"": ""kg""}, {""mQty"": ""3"", ""mName"": ""Watermelon"", ""Cat_id"": ""3"", ""mPrice"": ""28"", ""mItemCode"": ""357"", ""mBillingParams"": ""kg""}, {""mQty"": ""0.5"", ""mName"": ""Yellow Capsicum"", ""Cat_id"": ""1"", ""mPrice"": ""80"", ""mItemCode"": ""337"", ""mBillingParams"": ""kg""}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}]"
16839,"[{""mQty"": ""7"", ""mName"": ""Capsicum"", ""Cat_id"": ""2"", ""mPrice"": ""36"", ""mItemCode"": ""294"", ""mBillingParams"": ""kg""}, {""mQty"": ""7"", ""mName"": ""Cucumber"", ""Cat_id"": ""2"", ""mPrice"": ""19"", ""mItemCode"": ""296"", ""mBillingParams"": ""kg""}, {""mQty"": ""7"", ""mName"": ""Onion"", ""Cat_id"": ""2"", ""mPrice"": ""21"", ""mItemCode"": ""285"", ""mBillingParams"": ""kg""}, {""mQty"": ""7"", ""mName"": ""Tomato"", ""Cat_id"": ""2"", ""mPrice"": ""24"", ""mItemCode"": ""291"", ""mBillingParams"": ""kg""}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}]"
