ORDER_ID,ORDER_DETAILS_SUP
16744,"[{""mQty"": ""2"", ""mName"": ""Cucumber"", ""Cat_id"": ""2"", ""mPrice"": ""25"", ""mItemCode"": ""296"", ""mBillingParams"": ""kg""}, {""mQty"": ""0.5"", ""mName"": ""Carrot"", ""Cat_id"": ""2"", ""mPrice"": ""34"", ""mItemCode"": ""297"", ""mBillingParams"": ""kg""}, {""mQty"": ""0.5"", ""mName"": ""Baby Corn"", ""Cat_id"": ""1"", ""mPrice"": ""85"", ""mItemCode"": ""308"", ""mBillingParams"": ""kg""}, {""mQty"": ""1"", ""mName"": ""Celery Leaves"", ""Cat_id"": ""1"", ""mPrice"": ""65"", ""mItemCode"": ""317"", ""mBillingParams"": ""bu""}, {""mQty"": ""1"", ""mName"": ""Mushroom"", ""Cat_id"": ""1"", ""mPrice"": ""135"", ""mItemCode"": ""332"", ""mBillingParams"": ""kg""}, {""mQty"": ""0.5"", ""mName"": ""Broccoli"", ""Cat_id"": ""1"", ""mPrice"": ""180"", ""mItemCode"": ""334"", ""mBillingParams"": ""kg""}, {""mQty"": ""0.5"", ""mName"": ""Iceberg Lettuce"", ""Cat_id"": ""1"", ""mPrice"": ""130"", ""mItemCode"": ""335"", ""mBillingParams"": ""kg""}, {""mQty"": ""0.5"", ""mName"": ""Red Capsicum"", ""Cat_id"": ""1"", ""mPrice"": ""80"", ""mItemCode"": ""336"", ""mBillingParams"": ""kg""}, {""mQty"": ""0.5"", ""mName"": ""Yellow Capsicum"", ""Cat_id"": ""1"", ""mPrice"": ""80"", ""mItemCode"": ""337"", ""mBillingParams"": ""kg""}, {""mQty"": ""0.5"", ""mName"": ""Zucchini (Green)"", ""Cat_id"": ""1"", ""mPrice"": ""70"", ""mItemCode"": ""338"", ""mBillingParams"": ""kg""}, {""mQty"": ""0.5"", ""mName"": ""Zucchini (Yellow)"", ""Cat_id"": ""1"", ""mPrice"": ""120"", ""mItemCode"": ""348"", ""mBillingParams"": ""kg""}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}]"
16745,"[{""mQty"": ""2"", ""mName"": ""Baby Corn"", ""Cat_id"": ""1"", ""mPrice"": ""85"", ""mItemCode"": ""308"", ""mBillingParams"": ""kg""}, {""mQty"": ""7"", ""mName"": ""Capsicum"", ""Cat_id"": ""2"", ""mPrice"": ""36"", ""mItemCode"": ""294"", ""mBillingParams"": ""kg""}, {""mQty"": ""5"", ""mName"": ""Onion"", ""Cat_id"": ""2"", ""mPrice"": ""21"", ""mItemCode"": ""285"", ""mBillingParams"": ""kg""}, {""mQty"": ""3"", ""mName"": ""Tomato"", ""Cat_id"": ""2"", ""mPrice"": ""24"", ""mItemCode"": ""291"", ""mBillingParams"": ""kg""}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}]"
16746,"[{""mQty"": ""5"", ""mName"": ""Capsicum"", ""Cat_id"": ""2"", ""mPrice"": ""36"", ""mItemCode"": ""294"", ""mBillingParams"": ""kg""}, {""mQty"": ""10"", ""mName"": ""Onion"", ""Cat_id"": ""2"", ""mPrice"": ""21"", ""mItemCode"": ""285"", ""mBillingParams"": ""kg""}, {""mQty"": ""5"", ""mName"": ""Tomato"", ""Cat_id"": ""2"", ""mPrice"": ""24"", ""mItemCode"": ""291"", ""mBillingParams"": ""kg""}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}]"
16747,NULL
16748,"[{""mQty"": ""1"", ""mName"": ""Baby Corn"", ""Cat_id"": ""1"", ""mPrice"": ""85"", ""mItemCode"": ""308"", ""mBillingParams"": ""kg""}, {""mQty"": ""1"", ""mName"": ""Basil Leaf"", ""Cat_id"": ""1"", ""mPrice"": ""10"", ""mItemCode"": ""324"", ""mBillingParams"": ""kg""}, {""mQty"": ""1"", ""mName"": ""Bok Choy"", ""Cat_id"": ""1"", ""mPrice"": ""90"", ""mItemCode"": ""340"", ""mBillingParams"": ""kg""}, {""mQty"": ""1"", ""mName"": ""Bottle gourd (Lauki)"", ""Cat_id"": ""2"", ""mPrice"": ""25"", ""mItemCode"": ""295"", ""mBillingParams"": ""kg""}, {""mQty"": ""1"", ""mName"": ""Broccoli"", ""Cat_id"": ""1"", ""mPrice"": ""180"", ""mItemCode"": ""334"", ""mBillingParams"": ""kg""}, {""mQty"": ""30"", ""mName"": ""Cabbage"", ""Cat_id"": ""2"", ""mPrice"": ""18"", ""mItemCode"": ""299"", ""mBillingParams"": ""kg""}, {""mQty"": ""4"", ""mName"": ""Capsicum"", ""Cat_id"": ""2"", ""mPrice"": ""25"", ""mItemCode"": ""294"", ""mBillingParams"": ""kg""}, {""mQty"": ""5"", ""mName"": ""Carrot"", ""Cat_id"": ""2"", ""mPrice"": ""34"", ""mItemCode"": ""297"", ""mBillingParams"": ""kg""}, {""mQty"": ""3"", ""mName"": ""Cauliflower"", ""Cat_id"": ""2"", ""mPrice"": ""48"", ""mItemCode"": ""298"", ""mBillingParams"": ""kg""}, {""mQty"": ""1"", ""mName"": ""Chinese Cabbage"", ""Cat_id"": ""1"", ""mPrice"": ""90"", ""mItemCode"": ""339"", ""mBillingParams"": ""kg""}, {""mQty"": ""1"", ""mName"": ""Chinese Sprouts"", ""Cat_id"": ""1"", ""mPrice"": ""120"", ""mItemCode"": ""326"", ""mBillingParams"": ""kg""}, {""mQty"": ""8"", ""mName"": ""Coriander (Dhaniya)"", ""Cat_id"": ""2"", ""mPrice"": ""17"", ""mItemCode"": ""302"", ""mBillingParams"": ""bu""}, {""mQty"": ""0.5"", ""mName"": ""French Beans"", ""Cat_id"": ""2"", ""mPrice"": ""70"", ""mItemCode"": ""318"", ""mBillingParams"": ""kg""}, {""mQty"": ""8"", ""mName"": ""Garlic (peeled)"", ""Cat_id"": ""2"", ""mPrice"": ""65"", ""mItemCode"": ""287"", ""mBillingParams"": ""kg""}, {""mQty"": ""3"", ""mName"": ""Ginger"", ""Cat_id"": ""2"", ""mPrice"": ""85"", ""mItemCode"": ""289"", ""mBillingParams"": ""kg""}, {""mQty"": ""4"", ""mName"": ""Green Chilly"", ""Cat_id"": ""2"", ""mPrice"": ""55"", ""mItemCode"": ""293"", ""mBillingParams"": ""kg""}, {""mQty"": ""6"", ""mName"": ""Lemon (by pc)"", ""Cat_id"": ""2"", ""mPrice"": ""3.5"", ""mItemCode"": ""320"", ""mBillingParams"": ""ea""}, {""mQty"": ""2"", ""mName"": ""Mushroom"", ""Cat_id"": ""1"", ""mPrice"": ""135"", ""mItemCode"": ""332"", ""mBillingParams"": ""kg""}, {""mQty"": ""10"", ""mName"": ""Onion"", ""Cat_id"": ""2"", ""mPrice"": ""26"", ""mItemCode"": ""285"", ""mBillingParams"": ""kg""}, {""mQty"": ""10"", ""mName"": ""Potato"", ""Cat_id"": ""2"", ""mPrice"": ""28"", ""mItemCode"": ""286"", ""mBillingParams"": ""kg""}, {""mQty"": ""0.5"", ""mName"": ""Red Capsicum"", ""Cat_id"": ""1"", ""mPrice"": ""80"", ""mItemCode"": ""336"", ""mBillingParams"": ""kg""}, {""mQty"": ""2"", ""mName"": ""Spinach (Palak)"", ""Cat_id"": ""2"", ""mPrice"": ""15"", ""mItemCode"": ""305"", ""mBillingParams"": ""bu""}, {""mQty"": ""15"", ""mName"": ""Spring Onion"", ""Cat_id"": ""2"", ""mPrice"": ""19"", ""mItemCode"": ""304"", ""mBillingParams"": ""bu""}, {""mQty"": ""3"", ""mName"": ""Tomato"", ""Cat_id"": ""2"", ""mPrice"": ""20"", ""mItemCode"": ""291"", ""mBillingParams"": ""kg""}, {""mQty"": ""0.5"", ""mName"": ""Zucchini (Green)"", ""Cat_id"": ""1"", ""mPrice"": ""70"", ""mItemCode"": ""338"", ""mBillingParams"": ""kg""}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}]"
16749,NULL
16750,"[{""mQty"": ""0.5"", ""mName"": ""American Corn"", ""Cat_id"": ""1"", ""mPrice"": ""68"", ""mItemCode"": ""327"", ""mBillingParams"": ""kg""}, {""mQty"": ""1"", ""mName"": ""Banana"", ""Cat_id"": ""3"", ""mPrice"": ""45"", ""mItemCode"": ""362"", ""mBillingParams"": ""kg""}, {""mQty"": ""2"", ""mName"": ""Coriander (Dhaniya)"", ""Cat_id"": ""2"", ""mPrice"": ""17"", ""mItemCode"": ""302"", ""mBillingParams"": ""bu""}, {""mQty"": ""0.5"", ""mName"": ""Green Chilly"", ""Cat_id"": ""2"", ""mPrice"": ""55"", ""mItemCode"": ""293"", ""mBillingParams"": ""kg""}, {""mQty"": ""2.1"", ""mName"": ""Iceberg Lettuce"", ""Cat_id"": ""1"", ""mPrice"": ""130"", ""mItemCode"": ""335"", ""mBillingParams"": ""kg""}, {""mQty"": ""2"", ""mName"": ""Mushroom"", ""Cat_id"": ""1"", ""mPrice"": ""135"", ""mItemCode"": ""332"", ""mBillingParams"": ""kg""}, {""mQty"": ""3"", ""mName"": ""Onion"", ""Cat_id"": ""2"", ""mPrice"": ""26"", ""mItemCode"": ""285"", ""mBillingParams"": ""kg""}, {""mQty"": ""2"", ""mName"": ""Pineapple"", ""Cat_id"": ""3"", ""mPrice"": ""55"", ""mItemCode"": ""363"", ""mBillingParams"": ""ea""}, {""mQty"": ""3"", ""mName"": ""Potato"", ""Cat_id"": ""2"", ""mPrice"": ""28"", ""mItemCode"": ""286"", ""mBillingParams"": ""kg""}, {""mQty"": ""6"", ""mName"": ""Tomato"", ""Cat_id"": ""2"", ""mPrice"": ""20"", ""mItemCode"": ""291"", ""mBillingParams"": ""kg""}, {""mQty"": ""4"", ""mName"": ""Watermelon"", ""Cat_id"": ""3"", ""mPrice"": ""28"", ""mItemCode"": ""357"", ""mBillingParams"": ""kg""}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}]"
16751,NULL
16752,NULL
16753,NULL
16754,NULL
16755,NULL
16756,NULL
16757,"[{""mQty"": ""0.5"", ""mName"": ""Beet"", ""Cat_id"": ""2"", ""mPrice"": ""33"", ""mItemCode"": ""301"", ""mBillingParams"": ""kg""}, {""mQty"": ""1"", ""mName"": ""Cabbage"", ""Cat_id"": ""2"", ""mPrice"": ""18"", ""mItemCode"": ""299"", ""mBillingParams"": ""kg""}, {""mQty"": ""0.5"", ""mName"": ""Capsicum"", ""Cat_id"": ""2"", ""mPrice"": ""25"", ""mItemCode"": ""294"", ""mBillingParams"": ""kg""}, {""mQty"": ""1"", ""mName"": ""Coriander (Dhaniya)"", ""Cat_id"": ""2"", ""mPrice"": ""17"", ""mItemCode"": ""302"", ""mBillingParams"": ""bu""}, {""mQty"": ""0.5"", ""mName"": ""Cucumber"", ""Cat_id"": ""2"", ""mPrice"": ""25"", ""mItemCode"": ""296"", ""mBillingParams"": ""kg""}, {""mQty"": ""6"", ""mName"": ""Garlic (peeled)"", ""Cat_id"": ""2"", ""mPrice"": ""65"", ""mItemCode"": ""287"", ""mBillingParams"": ""kg""}, {""mQty"": ""0.5"", ""mName"": ""Ginger"", ""Cat_id"": ""2"", ""mPrice"": ""85"", ""mItemCode"": ""289"", ""mBillingParams"": ""kg""}, {""mQty"": ""10"", ""mName"": ""Lemon (by pc)"", ""Cat_id"": ""2"", ""mPrice"": ""3.5"", ""mItemCode"": ""320"", ""mBillingParams"": ""ea""}, {""mQty"": ""1"", ""mName"": ""Mint (Pudina)"", ""Cat_id"": ""2"", ""mPrice"": ""9"", ""mItemCode"": ""315"", ""mBillingParams"": ""bu""}, {""mQty"": ""1"", ""mName"": ""Mushroom"", ""Cat_id"": ""1"", ""mPrice"": ""135"", ""mItemCode"": ""332"", ""mBillingParams"": ""kg""}, {""mQty"": ""1"", ""mName"": ""Onion"", ""Cat_id"": ""2"", ""mPrice"": ""26"", ""mItemCode"": ""285"", ""mBillingParams"": ""kg""}, {""mQty"": ""1"", ""mName"": ""Parsley"", ""Cat_id"": ""1"", ""mPrice"": ""15"", ""mItemCode"": ""325"", ""mBillingParams"": ""kg""}, {""mQty"": ""1"", ""mName"": ""Potato"", ""Cat_id"": ""2"", ""mPrice"": ""28"", ""mItemCode"": ""286"", ""mBillingParams"": ""kg""}, {""mQty"": ""2.5"", ""mName"": ""Tomato"", ""Cat_id"": ""2"", ""mPrice"": ""20"", ""mItemCode"": ""291"", ""mBillingParams"": ""kg""}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}]"
16758,"[{""mQty"": ""0.5"", ""mName"": ""Bitter Gourd (Karela)"", ""Cat_id"": ""2"", ""mPrice"": ""50"", ""mItemCode"": ""309"", ""mBillingParams"": ""kg""}, {""mQty"": ""4"", ""mName"": ""Cabbage"", ""Cat_id"": ""2"", ""mPrice"": ""18"", ""mItemCode"": ""299"", ""mBillingParams"": ""kg""}, {""mQty"": ""2"", ""mName"": ""Capsicum"", ""Cat_id"": ""2"", ""mPrice"": ""25"", ""mItemCode"": ""294"", ""mBillingParams"": ""kg""}, {""mQty"": ""2"", ""mName"": ""Carrot"", ""Cat_id"": ""2"", ""mPrice"": ""34"", ""mItemCode"": ""297"", ""mBillingParams"": ""kg""}, {""mQty"": ""0.5"", ""mName"": ""Cauliflower"", ""Cat_id"": ""2"", ""mPrice"": ""48"", ""mItemCode"": ""298"", ""mBillingParams"": ""kg""}, {""mQty"": ""10"", ""mName"": ""Lemon (by pc)"", ""Cat_id"": ""2"", ""mPrice"": ""3.5"", ""mItemCode"": ""320"", ""mBillingParams"": ""ea""}, {""mQty"": ""0.5"", ""mName"": ""Mushroom"", ""Cat_id"": ""1"", ""mPrice"": ""135"", ""mItemCode"": ""332"", ""mBillingParams"": ""kg""}, {""mQty"": ""4"", ""mName"": ""Onion"", ""Cat_id"": ""2"", ""mPrice"": ""26"", ""mItemCode"": ""285"", ""mBillingParams"": ""kg""}, {""mQty"": ""1"", ""mName"": ""Potato"", ""Cat_id"": ""2"", ""mPrice"": ""28"", ""mItemCode"": ""286"", ""mBillingParams"": ""kg""}, {""mQty"": ""2"", ""mName"": ""Spinach (Palak)"", ""Cat_id"": ""2"", ""mPrice"": ""15"", ""mItemCode"": ""305"", ""mBillingParams"": ""bu""}, {""mQty"": ""3"", ""mName"": ""Spring Onion"", ""Cat_id"": ""2"", ""mPrice"": ""19"", ""mItemCode"": ""304"", ""mBillingParams"": ""bu""}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}]"
16759,NULL
16760,"[{""mQty"": ""1"", ""mName"": ""Cabbage"", ""Cat_id"": ""2"", ""mPrice"": ""18"", ""mItemCode"": ""299"", ""mBillingParams"": ""kg""}, {""mQty"": ""0.5"", ""mName"": ""Capsicum"", ""Cat_id"": ""2"", ""mPrice"": ""25"", ""mItemCode"": ""294"", ""mBillingParams"": ""kg""}, {""mQty"": ""1"", ""mName"": ""Carrot"", ""Cat_id"": ""2"", ""mPrice"": ""34"", ""mItemCode"": ""297"", ""mBillingParams"": ""kg""}, {""mQty"": ""2.5"", ""mName"": ""Cherry Tomato"", ""Cat_id"": ""1"", ""mPrice"": ""10"", ""mItemCode"": ""342"", ""mBillingParams"": ""*100g""}, {""mQty"": ""1"", ""mName"": ""Coriander (Dhaniya)"", ""Cat_id"": ""2"", ""mPrice"": ""17"", ""mItemCode"": ""302"", ""mBillingParams"": ""bu""}, {""mQty"": ""1"", ""mName"": ""Cucumber"", ""Cat_id"": ""2"", ""mPrice"": ""25"", ""mItemCode"": ""296"", ""mBillingParams"": ""kg""}, {""mQty"": ""1"", ""mName"": ""Drumsticks"", ""Cat_id"": ""2"", ""mPrice"": ""85"", ""mItemCode"": ""331"", ""mBillingParams"": ""kg""}, {""mQty"": ""0.5"", ""mName"": ""French Beans"", ""Cat_id"": ""2"", ""mPrice"": ""70"", ""mItemCode"": ""318"", ""mBillingParams"": ""kg""}, {""mQty"": ""1"", ""mName"": ""Garlic (peeled)"", ""Cat_id"": ""2"", ""mPrice"": ""65"", ""mItemCode"": ""287"", ""mBillingParams"": ""kg""}, {""mQty"": ""0.5"", ""mName"": ""Green Chilly"", ""Cat_id"": ""2"", ""mPrice"": ""55"", ""mItemCode"": ""293"", ""mBillingParams"": ""kg""}, {""mQty"": ""1"", ""mName"": ""Iceberg Lettuce"", ""Cat_id"": ""1"", ""mPrice"": ""130"", ""mItemCode"": ""335"", ""mBillingParams"": ""kg""}, {""mQty"": ""3"", ""mName"": ""Ladies finger"", ""Cat_id"": ""2"", ""mPrice"": ""48"", ""mItemCode"": ""290"", ""mBillingParams"": ""kg""}, {""mQty"": ""1"", ""mName"": ""Mint (Pudina)"", ""Cat_id"": ""2"", ""mPrice"": ""9"", ""mItemCode"": ""315"", ""mBillingParams"": ""bu""}, {""mQty"": ""1"", ""mName"": ""Mushroom"", ""Cat_id"": ""1"", ""mPrice"": ""135"", ""mItemCode"": ""332"", ""mBillingParams"": ""kg""}, {""mQty"": ""0"", ""mName"": ""Pineapple"", ""Cat_id"": ""3"", ""mPrice"": ""55"", ""mItemCode"": ""363"", ""mBillingParams"": ""ea""}, {""mQty"": ""0.5"", ""mName"": ""Red Capsicum"", ""Cat_id"": ""1"", ""mPrice"": ""80"", ""mItemCode"": ""336"", ""mBillingParams"": ""kg""}, {""mQty"": ""1"", ""mName"": ""Rosemary"", ""Cat_id"": ""1"", ""mPrice"": ""48"", ""mItemCode"": ""355"", ""mBillingParams"": ""kg""}, {""mQty"": ""2"", ""mName"": ""Spinach (Palak)"", ""Cat_id"": ""2"", ""mPrice"": ""15"", ""mItemCode"": ""305"", ""mBillingParams"": ""bu""}, {""mQty"": ""6.8"", ""mName"": ""Watermelon"", ""Cat_id"": ""3"", ""mPrice"": ""35"", ""mItemCode"": ""357"", ""mBillingParams"": ""kg""}, {""mQty"": ""0.5"", ""mName"": ""Yellow Capsicum"", ""Cat_id"": ""1"", ""mPrice"": ""80"", ""mItemCode"": ""337"", ""mBillingParams"": ""kg""}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}, {""mQty"": """", ""mName"": """", ""Cat_id"": """", ""mPrice"": """", ""mItemCode"": """", ""mBillingParams"": """"}]"
