ORDER_ID,ORDER_DETAILS
16670,"[{""mQty"": 1, ""mName"": ""Broccoli"", ""Cat_id"": 1, ""mPrice"": ""180"", ""mImageId"": ""broccoli.png"", ""mItemCode"": 334, ""mBillingParams"": ""kg""}, {""mQty"": 0.5, ""mName"": ""Capsicum"", ""Cat_id"": 2, ""mPrice"": ""34"", ""mImageId"": ""green-capsicum.jpg"", ""mItemCode"": 294, ""mBillingParams"": ""kg""}, {""mQty"": 1, ""mName"": ""Carrot"", ""Cat_id"": 2, ""mPrice"": ""34"", ""mImageId"": ""Carrot.jpg"", ""mItemCode"": 297, ""mBillingParams"": ""kg""}, {""mQty"": 2, ""mName"": ""Coriander (Dhaniya)"", ""Cat_id"": 2, ""mPrice"": ""17"", ""mImageId"": ""coriander.jpg"", ""mItemCode"": 302, ""mBillingParams"": ""bu""}, {""mQty"": 30, ""mName"": ""Lemon (by pc)"", ""Cat_id"": 2, ""mPrice"": ""3.5"", ""mImageId"": ""Lemon.jpg"", ""mItemCode"": 320, ""mBillingParams"": ""kg""}, {""mQty"": 3, ""mName"": ""Mint (Pudina)"", ""Cat_id"": 2, ""mPrice"": ""11"", ""mImageId"": ""Peppermint.jpg"", ""mItemCode"": 315, ""mBillingParams"": ""kg""}, {""mQty"": 2, ""mName"": ""Pineapple"", ""Cat_id"": 3, ""mPrice"": ""55"", ""mImageId"": ""Pineapple.jpg"", ""mItemCode"": 363, ""mBillingParams"": ""ea""}, {""mQty"": 0.5, ""mName"": ""Red Capsicum"", ""Cat_id"": 1, ""mPrice"": ""80"", ""mImageId"": ""red-capsicum.jpg"", ""mItemCode"": 336, ""mBillingParams"": ""kg""}, {""mQty"": 5, ""mName"": ""Tomato"", ""Cat_id"": 2, ""mPrice"": ""20"", ""mImageId"": ""Tomato.jpg"", ""mItemCode"": 291, ""mBillingParams"": ""kg""}, {""mQty"": 0.5, ""mName"": ""Yellow Capsicum"", ""Cat_id"": 1, ""mPrice"": ""80"", ""mImageId"": ""yellow-capsicum.jpg"", ""mItemCode"": 337, ""mBillingParams"": ""kg""}]"
16671,"[{""mQty"": 2, ""mName"": ""Capsicum"", ""Cat_id"": 2, ""mPrice"": ""34"", ""mImageId"": ""green-capsicum.jpg"", ""mItemCode"": 294, ""mBillingParams"": ""kg""}, {""mQty"": 0.5, ""mName"": ""Cucumber"", ""Cat_id"": 2, ""mPrice"": ""25"", ""mImageId"": ""Cucumber.jpg"", ""mItemCode"": 296, ""mBillingParams"": ""kg""}, {""mQty"": 1, ""mName"": ""Mint (Pudina)"", ""Cat_id"": 2, ""mPrice"": ""11"", ""mImageId"": ""Peppermint.jpg"", ""mItemCode"": 315, ""mBillingParams"": ""bu""}, {""mQty"": 5, ""mName"": ""Onion"", ""Cat_id"": 2, ""mPrice"": ""26"", ""mImageId"": ""Onion.jpg"", ""mItemCode"": 285, ""mBillingParams"": ""kg""}, {""mQty"": 3, ""mName"": ""Potato"", ""Cat_id"": 2, ""mPrice"": ""28"", ""mImageId"": ""Potato.jpg"", ""mItemCode"": 286, ""mBillingParams"": ""kg""}, {""mQty"": 2, ""mName"": ""Tomato"", ""Cat_id"": 2, ""mPrice"": ""20"", ""mImageId"": ""Tomato.jpg"", ""mItemCode"": 291, ""mBillingParams"": ""kg""}]"
16672,"[{""mQty"": 10, ""mName"": ""Onion"", ""Cat_id"": 2, ""mPrice"": ""21"", ""mImageId"": ""Onion.jpg"", ""mItemCode"": 285, ""mBillingParams"": ""kg""}, {""mQty"": 7, ""mName"": ""Tomato"", ""Cat_id"": 2, ""mPrice"": ""24"", ""mImageId"": ""Tomato.jpg"", ""mItemCode"": 291, ""mBillingParams"": ""kg""}]"
16673,"[{""mQty"": 15, ""mName"": ""Capsicum"", ""Cat_id"": 2, ""mPrice"": ""36"", ""mImageId"": ""green-capsicum.jpg"", ""mItemCode"": 294, ""mBillingParams"": ""kg""}, {""mQty"": 15, ""mName"": ""Cucumber"", ""Cat_id"": 2, ""mPrice"": ""19"", ""mImageId"": ""Cucumber.jpg"", ""mItemCode"": 296, ""mBillingParams"": ""kg""}, {""mQty"": 15, ""mName"": ""Onion"", ""Cat_id"": 2, ""mPrice"": ""21"", ""mImageId"": ""Onion.jpg"", ""mItemCode"": 285, ""mBillingParams"": ""kg""}, {""mQty"": 15, ""mName"": ""Tomato"", ""Cat_id"": 2, ""mPrice"": ""24"", ""mImageId"": ""Tomato.jpg"", ""mItemCode"": 291, ""mBillingParams"": ""kg""}]"
16674,"[{""mQty"": 10, ""mName"": ""Capsicum"", ""Cat_id"": 2, ""mPrice"": ""36"", ""mImageId"": ""green-capsicum.jpg"", ""mItemCode"": 294, ""mBillingParams"": ""kg""}, {""mQty"": 15, ""mName"": ""Cucumber"", ""Cat_id"": 2, ""mPrice"": ""19"", ""mImageId"": ""Cucumber.jpg"", ""mItemCode"": 296, ""mBillingParams"": ""kg""}, {""mQty"": 10, ""mName"": ""Onion"", ""Cat_id"": 2, ""mPrice"": ""21"", ""mImageId"": ""Onion.jpg"", ""mItemCode"": 285, ""mBillingParams"": ""kg""}, {""mQty"": 10, ""mName"": ""Tomato"", ""Cat_id"": 2, ""mPrice"": ""24"", ""mImageId"": ""Tomato.jpg"", ""mItemCode"": 291, ""mBillingParams"": ""kg""}]"
16675,"[{""mQty"": 2, ""mName"": ""Beet"", ""Cat_id"": 2, ""mPrice"": ""33"", ""mImageId"": ""Beet-Root.jpg"", ""mItemCode"": 301, ""mBillingParams"": ""kg""}, {""mQty"": 2, ""mName"": ""Cabbage"", ""Cat_id"": 2, ""mPrice"": ""18"", ""mImageId"": ""Cabbage.jpg"", ""mItemCode"": 299, ""mBillingParams"": ""kg""}, {""mQty"": 0.5, ""mName"": ""Capsicum"", ""Cat_id"": 2, ""mPrice"": ""34"", ""mImageId"": ""green-capsicum.jpg"", ""mItemCode"": 294, ""mBillingParams"": ""kg""}, {""mQty"": 2, ""mName"": ""Carrot"", ""Cat_id"": 2, ""mPrice"": ""34"", ""mImageId"": ""Carrot.jpg"", ""mItemCode"": 297, ""mBillingParams"": ""kg""}, {""mQty"": 5, ""mName"": ""Cherry Tomato"", ""Cat_id"": 1, ""mPrice"": ""10"", ""mImageId"": ""cherry_tomato.jpg"", ""mItemCode"": 342, ""mBillingParams"": ""*100g""}, {""mQty"": 4, ""mName"": ""Coriander (Dhaniya)"", ""Cat_id"": 2, ""mPrice"": ""17"", ""mImageId"": ""coriander.jpg"", ""mItemCode"": 302, ""mBillingParams"": ""bu""}, {""mQty"": 1, ""mName"": ""Garlic (peeled)"", ""Cat_id"": 2, ""mPrice"": ""65"", ""mImageId"": ""peeled-garlic.jpg"", ""mItemCode"": 287, ""mBillingParams"": ""kg""}, {""mQty"": 10, ""mName"": ""Iceberg Lettuce"", ""Cat_id"": 1, ""mPrice"": ""150"", ""mImageId"": ""iceberg.jpg"", ""mItemCode"": 335, ""mBillingParams"": ""kg""}, {""mQty"": 20, ""mName"": ""Lemon (by pc)"", ""Cat_id"": 2, ""mPrice"": ""3.5"", ""mImageId"": ""Lemon.jpg"", ""mItemCode"": 320, ""mBillingParams"": ""ea""}, {""mQty"": 4, ""mName"": ""Mint (Pudina)"", ""Cat_id"": 2, ""mPrice"": ""11"", ""mImageId"": ""Peppermint.jpg"", ""mItemCode"": 315, ""mBillingParams"": ""bu""}, {""mQty"": 2, ""mName"": ""Mushroom"", ""Cat_id"": 1, ""mPrice"": ""135"", ""mImageId"": ""button-mushroom.jpeg"", ""mItemCode"": 332, ""mBillingParams"": ""kg""}, {""mQty"": 3, ""mName"": ""Onion"", ""Cat_id"": 2, ""mPrice"": ""26"", ""mImageId"": ""Onion.jpg"", ""mItemCode"": 285, ""mBillingParams"": ""kg""}, {""mQty"": 3, ""mName"": ""Parsley"", ""Cat_id"": 1, ""mPrice"": ""15"", ""mImageId"": ""parsley.jpg"", ""mItemCode"": 325, ""mBillingParams"": ""kg""}, {""mQty"": 4, ""mName"": ""Potato"", ""Cat_id"": 2, ""mPrice"": ""28"", ""mImageId"": ""Potato.jpg"", ""mItemCode"": 286, ""mBillingParams"": ""kg""}, {""mQty"": 0.5, ""mName"": ""Red Capsicum"", ""Cat_id"": 1, ""mPrice"": ""80"", ""mImageId"": ""red-capsicum.jpg"", ""mItemCode"": 336, ""mBillingParams"": ""kg""}, {""mQty"": 2, ""mName"": ""Spinach (Palak)"", ""Cat_id"": 2, ""mPrice"": ""15"", ""mImageId"": ""spinach.jpg"", ""mItemCode"": 305, ""mBillingParams"": ""bu""}, {""mQty"": 3, ""mName"": ""Tomato"", ""Cat_id"": 2, ""mPrice"": ""20"", ""mImageId"": ""Tomato.jpg"", ""mItemCode"": 291, ""mBillingParams"": ""kg""}, {""mQty"": 0.5, ""mName"": ""Yellow Capsicum"", ""Cat_id"": 1, ""mPrice"": ""80"", ""mImageId"": ""yellow-capsicum.jpg"", ""mItemCode"": 337, ""mBillingParams"": ""kg""}]"
16676,"[{""mQty"": 2, ""mName"": ""Carrot"", ""Cat_id"": 2, ""mPrice"": ""34"", ""mImageId"": ""Carrot.jpg"", ""mItemCode"": 297, ""mBillingParams"": ""kg""}, {""mQty"": 1, ""mName"": ""Coriander (Dhaniya)"", ""Cat_id"": 2, ""mPrice"": ""17"", ""mImageId"": ""coriander.jpg"", ""mItemCode"": 302, ""mBillingParams"": ""bu""}, {""mQty"": 1, ""mName"": ""Garlic (peeled)"", ""Cat_id"": 2, ""mPrice"": ""65"", ""mImageId"": ""peeled-garlic.jpg"", ""mItemCode"": 287, ""mBillingParams"": ""kg""}, {""mQty"": 3, ""mName"": ""Iceberg Lettuce"", ""Cat_id"": 1, ""mPrice"": ""150"", ""mImageId"": ""iceberg.jpg"", ""mItemCode"": 335, ""mBillingParams"": ""kg""}]"
16677,"[{""mQty"": 2.5, ""mName"": ""Basil Leaf"", ""Cat_id"": 1, ""mPrice"": ""9.5"", ""mImageId"": ""basil.jpg"", ""mItemCode"": 324, ""mBillingParams"": ""kg""}, {""mQty"": 2.5, ""mName"": ""Cherry Tomato"", ""Cat_id"": 1, ""mPrice"": ""10"", ""mImageId"": ""cherry_tomato.jpg"", ""mItemCode"": 342, ""mBillingParams"": ""*100g""}, {""mQty"": 5, ""mName"": ""Coriander (Dhaniya)"", ""Cat_id"": 2, ""mPrice"": ""14"", ""mImageId"": ""coriander.jpg"", ""mItemCode"": 302, ""mBillingParams"": ""bu""}, {""mQty"": 1, ""mName"": ""French Beans"", ""Cat_id"": 2, ""mPrice"": ""45"", ""mImageId"": ""french-beans.jpg"", ""mItemCode"": 318, ""mBillingParams"": ""kg""}, {""mQty"": 2, ""mName"": ""Garlic (peeled)"", ""Cat_id"": 2, ""mPrice"": ""85"", ""mImageId"": ""peeled-garlic.jpg"", ""mItemCode"": 287, ""mBillingParams"": ""kg""}, {""mQty"": 1, ""mName"": ""Iceberg Lettuce"", ""Cat_id"": 1, ""mPrice"": ""70"", ""mImageId"": ""iceberg.jpg"", ""mItemCode"": 335, ""mBillingParams"": ""kg""}, {""mQty"": 2, ""mName"": ""Ladies finger"", ""Cat_id"": 2, ""mPrice"": ""35"", ""mImageId"": ""ladies-finger.jpg"", ""mItemCode"": 290, ""mBillingParams"": ""kg""}, {""mQty"": 2, ""mName"": ""Lemon (by wt)"", ""Cat_id"": 2, ""mPrice"": ""75"", ""mImageId"": ""Lemon.jpg"", ""mItemCode"": 319, ""mBillingParams"": ""kg""}, {""mQty"": 30, ""mName"": ""Onion"", ""Cat_id"": 2, ""mPrice"": ""27"", ""mImageId"": ""Onion.jpg"", ""mItemCode"": 285, ""mBillingParams"": ""kg""}, {""mQty"": 25, ""mName"": ""Potato"", ""Cat_id"": 2, ""mPrice"": ""25"", ""mImageId"": ""Potato.jpg"", ""mItemCode"": 286, ""mBillingParams"": ""kg""}, {""mQty"": 0.5, ""mName"": ""Spring Onion"", ""Cat_id"": 2, ""mPrice"": ""12"", ""mImageId"": ""springonion.jpg"", ""mItemCode"": 304, ""mBillingParams"": ""bu""}, {""mQty"": 2.5, ""mName"": ""Thai Red Chilli"", ""Cat_id"": 1, ""mPrice"": ""45"", ""mImageId"": ""Thai-Red-Chilli.jpg"", ""mItemCode"": 359, ""mBillingParams"": ""*100g""}, {""mQty"": 25, ""mName"": ""Tomato"", ""Cat_id"": 2, ""mPrice"": ""27"", ""mImageId"": ""Tomato.jpg"", ""mItemCode"": 291, ""mBillingParams"": ""kg""}, {""mQty"": 4, ""mName"": ""Watermelon"", ""Cat_id"": 3, ""mPrice"": ""22"", ""mImageId"": ""Water-melon.jpg"", ""mItemCode"": 357, ""mBillingParams"": ""kg""}]"
16678,"[{""mQty"": 0.5, ""mName"": ""Beet"", ""Cat_id"": 2, ""mPrice"": ""33"", ""mImageId"": ""Beet-Root.jpg"", ""mItemCode"": 301, ""mBillingParams"": ""kg""}, {""mQty"": 4, ""mName"": ""Cabbage"", ""Cat_id"": 2, ""mPrice"": ""18"", ""mImageId"": ""Cabbage.jpg"", ""mItemCode"": 299, ""mBillingParams"": ""kg""}, {""mQty"": 3, ""mName"": ""Capsicum"", ""Cat_id"": 2, ""mPrice"": ""34"", ""mImageId"": ""green-capsicum.jpg"", ""mItemCode"": 294, ""mBillingParams"": ""kg""}, {""mQty"": 1, ""mName"": ""Carrot"", ""Cat_id"": 2, ""mPrice"": ""34"", ""mImageId"": ""Carrot.jpg"", ""mItemCode"": 297, ""mBillingParams"": ""kg""}, {""mQty"": 1, ""mName"": ""Cauliflower"", ""Cat_id"": 2, ""mPrice"": ""48"", ""mImageId"": ""cauliflower.jpg"", ""mItemCode"": 298, ""mBillingParams"": ""kg""}, {""mQty"": 2, ""mName"": ""Coriander (Dhaniya)"", ""Cat_id"": 2, ""mPrice"": ""17"", ""mImageId"": ""coriander.jpg"", ""mItemCode"": 302, ""mBillingParams"": ""bu""}, {""mQty"": 0.5, ""mName"": ""Cucumber"", ""Cat_id"": 2, ""mPrice"": ""25"", ""mImageId"": ""Cucumber.jpg"", ""mItemCode"": 296, ""mBillingParams"": ""kg""}, {""mQty"": 0.5, ""mName"": ""French Beans"", ""Cat_id"": 2, ""mPrice"": ""70"", ""mImageId"": ""french-beans.jpg"", ""mItemCode"": 318, ""mBillingParams"": ""kg""}, {""mQty"": 0.5, ""mName"": ""Ginger"", ""Cat_id"": 2, ""mPrice"": ""85"", ""mImageId"": ""ginger.jpg"", ""mItemCode"": 289, ""mBillingParams"": ""kg""}, {""mQty"": 1, ""mName"": ""Green Chilly"", ""Cat_id"": 2, ""mPrice"": ""55"", ""mImageId"": ""chilli-green-big-grade-a.jpg"", ""mItemCode"": 293, ""mBillingParams"": ""kg""}, {""mQty"": 2, ""mName"": ""Iceberg Lettuce"", ""Cat_id"": 1, ""mPrice"": ""150"", ""mImageId"": ""iceberg.jpg"", ""mItemCode"": 335, ""mBillingParams"": ""kg""}, {""mQty"": 50, ""mName"": ""Lemon (by pc)"", ""Cat_id"": 2, ""mPrice"": ""3.5"", ""mImageId"": ""Lemon.jpg"", ""mItemCode"": 320, ""mBillingParams"": ""ea""}, {""mQty"": 2, ""mName"": ""Methi"", ""Cat_id"": 2, ""mPrice"": ""18"", ""mImageId"": ""fenugreek-grade-a.jpg"", ""mItemCode"": 303, ""mBillingParams"": ""bu""}, {""mQty"": 8, ""mName"": ""Onion"", ""Cat_id"": 2, ""mPrice"": ""26"", ""mImageId"": ""Onion.jpg"", ""mItemCode"": 285, ""mBillingParams"": ""kg""}, {""mQty"": 2, ""mName"": ""Potato"", ""Cat_id"": 2, ""mPrice"": ""28"", ""mImageId"": ""Potato.jpg"", ""mItemCode"": 286, ""mBillingParams"": ""kg""}, {""mQty"": 1, ""mName"": ""Spinach (Palak)"", ""Cat_id"": 2, ""mPrice"": ""15"", ""mImageId"": ""spinach.jpg"", ""mItemCode"": 305, ""mBillingParams"": ""bu""}, {""mQty"": 2, ""mName"": ""Spring Onion"", ""Cat_id"": 2, ""mPrice"": ""14"", ""mImageId"": ""springonion.jpg"", ""mItemCode"": 304, ""mBillingParams"": ""bu""}, {""mQty"": 20, ""mName"": ""Tomato"", ""Cat_id"": 2, ""mPrice"": ""20"", ""mImageId"": ""Tomato.jpg"", ""mItemCode"": 291, ""mBillingParams"": ""kg""}]"
16679,"[{""mQty"": 0.5, ""mName"": ""Carrot"", ""Cat_id"": 2, ""mPrice"": ""34"", ""mImageId"": ""Carrot.jpg"", ""mItemCode"": 297, ""mBillingParams"": ""kg""}, {""mQty"": 0.5, ""mName"": ""Cauliflower"", ""Cat_id"": 2, ""mPrice"": ""48"", ""mImageId"": ""cauliflower.jpg"", ""mItemCode"": 298, ""mBillingParams"": ""kg""}, {""mQty"": 2, ""mName"": ""Coriander (Dhaniya)"", ""Cat_id"": 2, ""mPrice"": ""17"", ""mImageId"": ""coriander.jpg"", ""mItemCode"": 302, ""mBillingParams"": ""bu""}, {""mQty"": 0.5, ""mName"": ""Ginger"", ""Cat_id"": 2, ""mPrice"": ""85"", ""mImageId"": ""ginger.jpg"", ""mItemCode"": 289, ""mBillingParams"": ""kg""}, {""mQty"": 0.5, ""mName"": ""Green Chilly"", ""Cat_id"": 2, ""mPrice"": ""55"", ""mImageId"": ""chilli-green-big-grade-a.jpg"", ""mItemCode"": 293, ""mBillingParams"": ""kg""}, {""mQty"": 1, ""mName"": ""Lemon Grass"", ""Cat_id"": 1, ""mPrice"": ""12"", ""mImageId"": ""lemon-grass.jpg"", ""mItemCode"": 351, ""mBillingParams"": ""kg""}, {""mQty"": 5, ""mName"": ""Onion"", ""Cat_id"": 2, ""mPrice"": ""26"", ""mImageId"": ""Onion.jpg"", ""mItemCode"": 285, ""mBillingParams"": ""kg""}, {""mQty"": 4, ""mName"": ""Potato"", ""Cat_id"": 2, ""mPrice"": ""28"", ""mImageId"": ""Potato.jpg"", ""mItemCode"": 286, ""mBillingParams"": ""kg""}, {""mQty"": 0.5, ""mName"": ""Red Capsicum"", ""Cat_id"": 1, ""mPrice"": ""80"", ""mImageId"": ""red-capsicum.jpg"", ""mItemCode"": 336, ""mBillingParams"": ""kg""}, {""mQty"": 2, ""mName"": ""Spring Onion"", ""Cat_id"": 2, ""mPrice"": ""14"", ""mImageId"": ""springonion.jpg"", ""mItemCode"": 304, ""mBillingParams"": ""bu""}, {""mQty"": 5, ""mName"": ""Tomato"", ""Cat_id"": 2, ""mPrice"": ""20"", ""mImageId"": ""Tomato.jpg"", ""mItemCode"": 291, ""mBillingParams"": ""kg""}]"
16680,"[{""mQty"": 20, ""mName"": ""Capsicum"", ""Cat_id"": 2, ""mPrice"": ""36"", ""mImageId"": ""green-capsicum.jpg"", ""mItemCode"": 294, ""mBillingParams"": ""kg""}, {""mQty"": 20, ""mName"": ""Cucumber"", ""Cat_id"": 2, ""mPrice"": ""19"", ""mImageId"": ""Cucumber.jpg"", ""mItemCode"": 296, ""mBillingParams"": ""kg""}, {""mQty"": 20, ""mName"": ""Onion"", ""Cat_id"": 2, ""mPrice"": ""21"", ""mImageId"": ""Onion.jpg"", ""mItemCode"": 285, ""mBillingParams"": ""kg""}, {""mQty"": 25, ""mName"": ""Tomato"", ""Cat_id"": 2, ""mPrice"": ""24"", ""mImageId"": ""Tomato.jpg"", ""mItemCode"": 291, ""mBillingParams"": ""kg""}]"
16681,"[{""mQty"": 10, ""mName"": ""Capsicum"", ""Cat_id"": 2, ""mPrice"": ""36"", ""mImageId"": ""green-capsicum.jpg"", ""mItemCode"": 294, ""mBillingParams"": ""kg""}, {""mQty"": 10, ""mName"": ""Cucumber"", ""Cat_id"": 2, ""mPrice"": ""19"", ""mImageId"": ""Cucumber.jpg"", ""mItemCode"": 296, ""mBillingParams"": ""kg""}, {""mQty"": 10, ""mName"": ""Onion"", ""Cat_id"": 2, ""mPrice"": ""21"", ""mImageId"": ""Onion.jpg"", ""mItemCode"": 285, ""mBillingParams"": ""kg""}, {""mQty"": 10, ""mName"": ""Tomato"", ""Cat_id"": 2, ""mPrice"": ""24"", ""mImageId"": ""Tomato.jpg"", ""mItemCode"": 291, ""mBillingParams"": ""kg""}]"
16682,"[{""mQty"": 0.5, ""mName"": ""Bitter Gourd (Karela)"", ""Cat_id"": 2, ""mPrice"": ""50"", ""mImageId"": ""Bitter-gourd.jpg"", ""mItemCode"": 309, ""mBillingParams"": ""kg""}, {""mQty"": 3, ""mName"": ""Cabbage"", ""Cat_id"": 2, ""mPrice"": ""18"", ""mImageId"": ""Cabbage.jpg"", ""mItemCode"": 299, ""mBillingParams"": ""kg""}, {""mQty"": 4, ""mName"": ""Capsicum"", ""Cat_id"": 2, ""mPrice"": ""34"", ""mImageId"": ""green-capsicum.jpg"", ""mItemCode"": 294, ""mBillingParams"": ""kg""}, {""mQty"": 2, ""mName"": ""Carrot"", ""Cat_id"": 2, ""mPrice"": ""34"", ""mImageId"": ""Carrot.jpg"", ""mItemCode"": 297, ""mBillingParams"": ""kg""}, {""mQty"": 1, ""mName"": ""Garlic (peeled)"", ""Cat_id"": 2, ""mPrice"": ""65"", ""mImageId"": ""peeled-garlic.jpg"", ""mItemCode"": 287, ""mBillingParams"": ""kg""}, {""mQty"": 1, ""mName"": ""Ginger"", ""Cat_id"": 2, ""mPrice"": ""85"", ""mImageId"": ""ginger.jpg"", ""mItemCode"": 289, ""mBillingParams"": ""kg""}, {""mQty"": 0.5, ""mName"": ""Green Chilly"", ""Cat_id"": 2, ""mPrice"": ""55"", ""mImageId"": ""chilli-green-big-grade-a.jpg"", ""mItemCode"": 293, ""mBillingParams"": ""kg""}, {""mQty"": 0.5, ""mName"": ""Ladies finger"", ""Cat_id"": 2, ""mPrice"": ""48"", ""mImageId"": ""ladies-finger.jpg"", ""mItemCode"": 290, ""mBillingParams"": ""kg""}, {""mQty"": 1, ""mName"": ""Mushroom"", ""Cat_id"": 1, ""mPrice"": ""135"", ""mImageId"": ""button-mushroom.jpeg"", ""mItemCode"": 332, ""mBillingParams"": ""kg""}, {""mQty"": 5, ""mName"": ""Onion"", ""Cat_id"": 2, ""mPrice"": ""26"", ""mImageId"": ""Onion.jpg"", ""mItemCode"": 285, ""mBillingParams"": ""kg""}, {""mQty"": 2, ""mName"": ""Potato"", ""Cat_id"": 2, ""mPrice"": ""28"", ""mImageId"": ""Potato.jpg"", ""mItemCode"": 286, ""mBillingParams"": ""kg""}, {""mQty"": 0.5, ""mName"": ""Red Pumpkin"", ""Cat_id"": 2, ""mPrice"": ""24"", ""mImageId"": ""red_pumpkin.jpg"", ""mItemCode"": 330, ""mBillingParams"": ""kg""}, {""mQty"": 2, ""mName"": ""Spinach (Palak)"", ""Cat_id"": 2, ""mPrice"": ""15"", ""mImageId"": ""spinach.jpg"", ""mItemCode"": 305, ""mBillingParams"": ""bu""}, {""mQty"": 4, ""mName"": ""Spring Onion"", ""Cat_id"": 2, ""mPrice"": ""14"", ""mImageId"": ""springonion.jpg"", ""mItemCode"": 304, ""mBillingParams"": ""bu""}, {""mQty"": 1, ""mName"": ""Tomato"", ""Cat_id"": 2, ""mPrice"": ""20"", ""mImageId"": ""Tomato.jpg"", ""mItemCode"": 291, ""mBillingParams"": ""kg""}]"
16683,"[{""mQty"": 3, ""mName"": ""Cabbage"", ""Cat_id"": 2, ""mPrice"": ""18"", ""mImageId"": ""Cabbage.jpg"", ""mItemCode"": 299, ""mBillingParams"": ""kg""}, {""mQty"": 3, ""mName"": ""Capsicum"", ""Cat_id"": 2, ""mPrice"": ""34"", ""mImageId"": ""green-capsicum.jpg"", ""mItemCode"": 294, ""mBillingParams"": ""kg""}, {""mQty"": 2, ""mName"": ""Carrot"", ""Cat_id"": 2, ""mPrice"": ""34"", ""mImageId"": ""Carrot.jpg"", ""mItemCode"": 297, ""mBillingParams"": ""kg""}, {""mQty"": 0.5, ""mName"": ""Cauliflower"", ""Cat_id"": 2, ""mPrice"": ""48"", ""mImageId"": ""cauliflower.jpg"", ""mItemCode"": 298, ""mBillingParams"": ""kg""}, {""mQty"": 0.5, ""mName"": ""Gavar"", ""Cat_id"": 2, ""mPrice"": ""50"", ""mImageId"": ""Cluster-beans.jpg"", ""mItemCode"": 310, ""mBillingParams"": ""kg""}, {""mQty"": 1, ""mName"": ""Ginger"", ""Cat_id"": 2, ""mPrice"": ""85"", ""mImageId"": ""ginger.jpg"", ""mItemCode"": 289, ""mBillingParams"": ""kg""}, {""mQty"": 1, ""mName"": ""Mushroom"", ""Cat_id"": 1, ""mPrice"": ""135"", ""mImageId"": ""button-mushroom.jpeg"", ""mItemCode"": 332, ""mBillingParams"": ""kg""}, {""mQty"": 4, ""mName"": ""Onion"", ""Cat_id"": 2, ""mPrice"": ""26"", ""mImageId"": ""Onion.jpg"", ""mItemCode"": 285, ""mBillingParams"": ""kg""}, {""mQty"": 1, ""mName"": ""Potato"", ""Cat_id"": 2, ""mPrice"": ""28"", ""mImageId"": ""Potato.jpg"", ""mItemCode"": 286, ""mBillingParams"": ""kg""}, {""mQty"": 3, ""mName"": ""Spinach (Palak)"", ""Cat_id"": 2, ""mPrice"": ""15"", ""mImageId"": ""spinach.jpg"", ""mItemCode"": 305, ""mBillingParams"": ""bu""}, {""mQty"": 4, ""mName"": ""Spring Onion"", ""Cat_id"": 2, ""mPrice"": ""14"", ""mImageId"": ""springonion.jpg"", ""mItemCode"": 304, ""mBillingParams"": ""bu""}]"
